Site,Date,Depth,,Salinity,,Temperature,,O2,,O2 Saturation,,Conductivity,,Light Trans,,Sigma-T,,Fluorometer,,pH,,Photosysthetically Active Radiation Reference (400-700nm light),PAR,,Oxidation Reduction Potential,,Latitude,Longitude,Default,,Hr:Mn,Act. Dep.,Current,,Wind,,Sea State,O2 (Wnklr),,Secchi,pH,,Fecal  Coliform,,Inc.,Enterococcus,,Inc.,Weather,NO3/NO2-N,,NH3-N,,Ortho-P,,TKN-N,,SiO2,,Total-P,,TSS,,Chl a,,DOC,Depth (YSI),,Salinity (YSI),,Temperature (YSI),,Chl a (field),,DO (YSI),,Turbidity (YSI),,Weather,,,
,,(ft),,(psu),,(deg C),,(mg/L),,(% sat),,(S/M),,(%Trans.),,(kg/m3),,(mg/m3),,,,uE/s m2,uE/s m2,,mV,,,,Latitude,Longitude,,(ft),(knots),,(mph),,,(mg/L),,(ft),,,(#/100 mL),,#,(#/100 mL),,#,,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(μg/L),,(mg/L),(ft),,(psu),,(deg C),,(μg/L),,(mg/L),,,,Rain Gage,,,
   ,,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Top,Bot,Top,Bot,,,,,,,Speed,Dir.,Speed,Dir.,,Top,Bot,,Top,Bot,Top,Bot,,Top,Bot,,Dry/Wet,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Dry/Wet,,,
K2,1/16/08,5,26,12.84,14.78,5.25,5.20,ND,ND,ND,ND,1.35,1.53,ND,ND,10.14,11.67,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3:58 PM,29.0,0.8,S,15,NW,1,11.37,11.21,3.0,7.59,7.61,104,ND,,26,ND,,W,0.700,,0.365,,0.086,,1.190,,3.970,,0.118,,15.0,18.8,0.912,,3.80,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
K1,1/16/08,5,41,16.47,18.51,4.59,6.26,ND,ND,ND,ND,1.66,1.94,ND,ND,13.04,14.53,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,4:19 PM,42.0,1.4,E,9,N,1,11.12,10.45,3.5,7.67,7.76,24,ND,,30,ND,,W,0.351,,0.254,,0.062,,0.826,,2.120,,0.084,,17.3,18.8,0.852,,3.50,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
N6,1/16/08,5,53,11.88,26.70,4.13,6.77,ND,ND,ND,ND,1.22,2.75,ND,ND,9.43,20.91,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,4:34 PM,55.0,1.6,S,15,N,1,12.11,10.66,2.0,7.69,7.81,40,ND,,34,ND,,W,0.468,,0.261,,0.060,,1.140,,3.340,,0.090,,15.5,11.3,0.648,,3.60,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
NC0,1/16/08,5,14,13.15,13.15,5.97,6.00,ND,ND,ND,ND,1.40,1.41,ND,ND,10.34,10.33,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:34 AM,12.0,0.2,WEAK,6,NW,1,4.16,2.66,1.0,6.93,6.93,3920,2460,,2360,1880,,W,0.453,,0.890,,0.118,,2.230,,4.070,,0.272,,16.5,17.7,10.384,,4.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
NC1,1/16/08,5,20,17.70,17.53,5.65,5.73,ND,ND,ND,ND,1.83,1.82,ND,ND,13.94,13.80,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:48 AM,19.0,0.4,S,7,N,1,3.79,4.18,2.0,7.08,7.08,800,410,,780,575,,W,0.461,,0.787,,0.112,,1.860,,3.780,,0.216,,12.2,12.0,4.700,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
NC2,1/16/08,5,13,17.02,18.19,5.02,5.88,ND,ND,ND,ND,1.73,1.89,ND,ND,13.45,14.31,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:57 AM,14.0,0.6,E,10,NW,1,7.75,7.72,4.0,7.27,7.28,140,520,,560,620,,W,0.518,,0.630,,0.114,,1.820,,3.410,,0.194,,19.5,11.7,6.484,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
NC3,1/16/08,5,21,17.53,16.99,4.47,4.98,ND,ND,ND,ND,1.76,1.73,ND,ND,13.89,13.43,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:18 AM,22.0,0.5,E,9,N,1,9.53,8.34,5.0,7.36,7.31,30,48,,172,210,,W,0.476,,0.532,,0.107,,1.420,,3.150,,0.152,,14.3,14.5,2.396,,3.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
DK5A,1/16/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10.81,11.07,3.5,ND,ND,46,ND,,14,ND,,W,0.620,,0.454,,0.096,,1.360,,3.260,,0.120,,12.7,9.7,1.160,,4.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
HC1,1/17/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:55 AM,2.0,ND,ND,ND,ND,ND,ND,ND,ND,7.32,ND,192,ND,,68,ND,,D,5.050,,4.340,,0.694,,10.000,,17.830,,0.793,,6.0,,1.826,,,ND,ND,6.35,ND,10.82,ND,2.6,ND,6.91,ND,3.7,ND,D,,,
HC2,1/17/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:05 AM,ND,ND,ND,ND,ND,ND,ND,ND,ND,7.29,ND,4,ND,,4,ND,,D,9.890,,15.300,,2.750,,26.900,,8.770,,2.780,,9.3,,6.880,,,ND,ND,13.62,ND,10.78,ND,8.9,ND,9.03,ND,3.9,ND,D,,,
SP1,1/17/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:25 AM,3.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,4,ND,,8,ND,,D,0.707,,0.740,,0.053,,1.550,,0.775,,0.172,,11.2,,40.320,,,ND,ND,25.36,ND,3.40,ND,19.2,ND,11.14,ND,8.8,ND,D,,,
DSP1,1/17/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,8,ND,,4,ND,,D,0.712,,0.762,,0.054,,1.690,,0.756,,0.169,,10.5,,39.600,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
E10,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:35 AM,94.0,0.3,N,LT.AIRS,N,1,13.94,ND,6.5,7.93,ND,4,ND,,3,ND,,D,0.144,,0.248,,0.057,,0.858,,0.266,,0.110,,18.5,,14.800,,3.20,ND,ND,24.75,ND,2.77,ND,7.1,ND,ND,ND,ND,ND,D,,,
E8,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:00 AM,90.0,0.6,E,CALM,ND,1,13.28,ND,4.0,7.97,ND,11,ND,,5,ND,,D,0.163,,0.316,,0.060,,0.988,,0.460,,0.130,,12.0,,16.900,,3.00,ND,ND,24.22,ND,2.93,ND,4.9,ND,ND,ND,ND,ND,D,,,
E7,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:16 AM,54.0,1.5,E,3,S,1,12.74,ND,4.5,7.91,ND,14,ND,,6,ND,,D,0.218,,0.450,,0.070,,1.150,,0.756,,0.144,,23.0,,13.800,,3.40,ND,ND,23.23,ND,3.11,ND,7.7,ND,ND,ND,ND,ND,D,,,
E6,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:37 AM,23.0,0.6,S,4,SW,1,12.18,ND,4.0,7.80,ND,6,ND,,2,ND,,D,0.232,,0.476,,0.072,,1.060,,0.806,,0.160,,20.2,,12.900,,3.70,ND,ND,22.53,ND,3.58,ND,4.2,ND,ND,ND,ND,ND,D,,,
FB1,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:49 AM,22.0,0.2,S,5,N,1,13.74,ND,ND,7.82,ND,2,ND,,1,ND,,D,0.238,,0.526,,0.082,,1.280,,0.866,,0.158,,18.0,,12.300,,3.60,ND,ND,22.41,ND,3.67,ND,3.6,ND,ND,ND,ND,ND,D,,,
E15,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:57 AM,16.0,0.3,S,5,W,1,13.74,ND,4.5,7.77,ND,50,ND,,3,ND,,D,0.250,,0.492,,0.074,,0.993,,0.930,,0.150,,14.7,,11.400,,6.80,ND,ND,22.21,ND,3.49,ND,4.4,ND,ND,ND,ND,ND,D,,,
FLC2,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:06 PM,18.0,0.3,E,4,N,1,12.12,ND,4.0,7.72,ND,148,ND,,9,ND,,D,0.287,,0.503,,0.070,,1.340,,1.490,,0.159,,12.2,,9.600,,6.20,ND,ND,21.55,ND,3.33,ND,4.4,ND,ND,ND,ND,ND,D,,,
FLC1,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:15 PM,17.0,0.4,S,LT.AIRS,ND,1,11.78,ND,3.5,7.73,ND,490,ND,,39,ND,,D,0.264,,0.511,,0.088,,1.330,,1.340,,0.188,,16.5,,13.200,,5.60,ND,ND,20.81,ND,3.32,ND,2.7,ND,ND,ND,ND,ND,D,,,
E14,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:42 PM,23.0,0.3,E,4,N,1,12.54,ND,4.0,7.77,ND,8,ND,,4,ND,,D,0.278,,0.616,,0.088,,1.270,,1.140,,0.158,,18.0,,11.200,,3.80,ND,ND,21.30,ND,3.53,ND,6.4,ND,ND,ND,ND,ND,D,,,
E4,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:08 PM,68.0,1,W,LT.AIRS,NW,1,12.26,ND,2.5,7.72,ND,56,ND,,32,ND,,D,0.332,,0.648,,0.081,,1.190,,1.980,,0.158,,20.0,,4.400,,3.80,ND,ND,17.76,ND,4.13,ND,2.3,ND,ND,ND,ND,ND,D,,,
E2,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:32 PM,51.0,0.3,S,6,SW,1,12.66,ND,2.5,7.72,ND,12,ND,,50,ND,,D,0.332,,0.298,,0.051,,0.668,,2.220,,0.096,,20.5,,1.500,,3.30,ND,ND,17.38,ND,3.84,ND,2.2,ND,ND,ND,ND,ND,D,,,
N5,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:58 PM,49.0,0,S,6,SW,1,14.00,ND,1.5,7.62,ND,21,ND,,6,ND,,D,0.474,,0.245,,0.046,,0.680,,3.970,,0.106,,24.7,,0.900,,4.30,ND,ND,8.96,ND,2.53,ND,2.3,ND,ND,ND,ND,ND,D,,,
N4,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2:23 PM,41.0,0.8,S,10,W,1,14.08,ND,1.0,7.57,ND,44,ND,,9,ND,,D,0.496,,0.230,,0.044,,0.694,,4.210,,0.109,,21.5,,1.000,,3.90,ND,ND,5.27,ND,2.87,ND,2.1,ND,ND,ND,ND,ND,D,,,
N3B,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2:51 PM,65.0,0.6,S,4,N,1,14.93,ND,1.5,7.54,ND,46,ND,,7,ND,,D,0.523,,0.194,,0.040,,0.675,,4.510,,0.116,,23.5,,1.100,,4.00,ND,ND,3.37,ND,2.42,ND,2.0,ND,ND,ND,ND,ND,D,,,
N1,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3:34 PM,52.0,1.2,S,6,W,1,14.85,ND,1.0,7.58,ND,73,ND,,14,ND,,D,0.538,,0.174,,0.039,,0.648,,4.800,,0.122,,32.8,,1.600,,4.40,ND,ND,1.44,ND,2.31,ND,2.8,ND,ND,ND,ND,ND,D,,,
H3,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,5:40 PM,22.0,1.2,N,CALM,ND,1,12.61,ND,ND,7.50,ND,54,ND,,18,ND,,D,0.369,,0.406,,0.066,,0.856,,2.280,,0.138,,48.3,,3.400,,3.70,ND,ND,16.46,ND,3.58,ND,2.7,ND,ND,ND,ND,ND,D,,,
DN1,2/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,14.88,ND,1.0,ND,ND,86,ND,,14,ND,,D,0.539,,0.170,,0.036,,0.760,,4.840,,0.111,,35.2,,1.300,,4.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
N9,2/26/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:49 AM,18.0,0.3,W,7,S,1,12.82,ND,10.0,7.99,ND,11,ND,,2,ND,,D,0.149,,0.119,,0.036,,0.532,,0.724,,0.066,,8.5,,4.600,,3.30,ND,ND,27.66,ND,4.47,ND,1.4,ND,ND,ND,ND,ND,D,,,
N16,2/26/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:13 AM,27.0,ND,SLACK,15,S,1,11.98,ND,11.0,7.93,ND,3,ND,,1,ND,,D,0.138,,0.104,,0.036,,0.467,,0.820,,0.060,,8.3,,4.200,,2.80,ND,ND,27.43,ND,4.69,ND,1.0,ND,ND,ND,ND,ND,D,,,
J11,2/26/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:35 AM,21.0,0.3,S ,14,S,1,13.09,ND,7.0,8.00,ND,24,ND,,2,ND,,D,0.158,,0.112,,0.037,,0.592,,0.689,,0.052,,9.7,,13.400,,2.40,ND,ND,27.45,ND,4.37,ND,1.5,ND,ND,ND,ND,ND,D,,,
SHB1,2/26/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:45 AM,41.0,0.2,S,12,S,1,12.94,ND,11.0,8.02,ND,162,ND,,104,ND,,D,0.257,,0.113,,0.039,,0.548,,0.958,,0.062,,11.0,,5.000,,2.70,ND,ND,27.01,ND,4.31,ND,1.1,ND,ND,ND,ND,ND,D,,,
J1,2/26/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:09 PM,37.0,0.4,W,12,S,1,12.49,ND,7.0,8.14,ND,2,ND,,1,ND,,D,0.157,,0.069,,0.024,,0.676,,0.205,,0.070,,7.8,,23.600,,2.40,ND,ND,27.66,ND,4.04,ND,11.3,ND,ND,ND,ND,ND,D,,,
J2,2/26/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:48 PM,40.0,0.6,S,15,S,1,17.49,ND,5.0,8.47,ND,4,ND,,1,ND,,D,0.190,,0.032,,0.006,,0.963,,0.128,,0.110,,5.2,,92.800,,3.10,ND,ND,26.51,ND,3.66,ND,31.2,ND,ND,ND,ND,ND,D,,,
J3,2/26/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:59 PM,32.0,0.8,W,13,S,1,17.31,ND,4.0,8.46,ND,4,ND,,1,ND,,D,0.254,,0.118,,0.013,,1.260,,0.138,,0.134,,8.8,,76.800,,3.20,ND,ND,26.29,ND,3.70,ND,31.3,ND,ND,ND,ND,ND,D,,,
J9A,2/26/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:08 PM,21.0,1,W,12,S,1,17.84,ND,4.0,8.56,ND,20,ND,,8,ND,,D,0.288,,0.200,,0.029,,1.270,,0.164,,0.152,,12.2,,89.800,,3.10,ND,ND,26.02,ND,3.72,ND,52.7,ND,ND,ND,ND,ND,D,,,
SP2,2/26/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:32 PM,10.0,1,W,15,S,1,17.36,ND,3.5,8.55,ND,9,ND,,3,ND,,D,0.310,,0.200,,0.020,,1.720,,0.238,,0.169,,6.3,,94.200,,3.50,ND,ND,25.74,ND,3.70,ND,45.8,ND,ND,ND,ND,ND,D,,,
J8,2/26/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:38 PM,20.0,1.3,W,15,S,1,17.02,ND,3.0,8.57,ND,4,ND,,2,ND,,D,0.332,,0.202,,0.012,,1.530,,0.175,,0.177,,5.0,,91.200,,3.90,ND,ND,25.32,ND,3.66,ND,47.3,ND,ND,ND,ND,ND,D,,,
J7,2/26/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:52 PM,26.0,1.3,NW,16,S,1,16.79,ND,3.0,8.64,ND,6,ND,,2,ND,,D,0.558,,0.794,,0.048,,2.620,,0.249,,0.252,,6.5,,95.600,,6.40,ND,ND,22.68,ND,4.25,ND,49.2,ND,ND,ND,ND,ND,D,,,
J12,2/26/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2:02 PM,38.0,1,N,18,S,1,14.91,ND,3.0,8.66,ND,1,ND,,3,ND,,D,0.360,,0.190,,0.020,,1.840,,0.201,,0.194,,21.5,,95.300,,4.50,ND,ND,24.65,ND,3.46,ND,50.2,ND,ND,ND,ND,ND,D,,,
J5,2/26/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2:20 PM,20.0,1,W,12,S,1,14.96,ND,3.0,8.52,ND,3,ND,,6,ND,,D,0.198,,0.014,,0.008,,1.310,,0.132,,0.140,,5.5,,85.900,,4.30,ND,ND,25.19,ND,3.15,ND,34.8,ND,ND,ND,ND,ND,D,,,
DJ12,2/26/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,14.91,ND,3.0,ND,ND,2,ND,,1,ND,,D,0.360,,0.193,,0.022,,1.900,,0.231,,0.204,,8.8,,96.700,,4.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
G2,2/27/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,4:58 PM,28.0,WEAK,E,18,N,1,12.09,ND,2.5,7.72,ND,172,ND,,84,ND,,W,0.370,,0.274,,0.046,,1.020,,2.260,,0.090,,10.2,,0.900,,3.50,ND,ND,16.00,ND,4.00,ND,2.2,ND,ND,ND,ND,ND,D,,,
N7,2/27/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:41 PM,47.0,0.5,S,17,W,2,12.69,ND,2.0,7.72,ND,44,ND,,28,ND,,W,0.397,,0.291,,0.050,,1.180,,2.680,,0.098,,12.0,,1.700,,3.70,ND,ND,12.75,ND,3.41,ND,2.0,ND,ND,ND,ND,ND,D,,,
N8,2/27/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:58 PM,95.0,1.5,S,18,NW,1,12.29,ND,2.0,7.70,ND,60,ND,,32,ND,,W,0.369,,0.294,,0.051,,2.100,,2.360,,0.092,,8.4,,1.400,,3.70,ND,ND,15.39,ND,3.84,ND,1.5,ND,ND,ND,ND,ND,D,,,
K6,2/27/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:37 PM,20.0,WEAK,E,23,NNW,2,11.65,ND,6.0,7.74,ND,4,ND,,2,ND,,W,0.360,,0.240,,0.044,,1.040,,1.900,,0.067,,11.5,,1.700,,4.20,ND,ND,20.97,ND,4.28,ND,1.3,ND,ND,ND,ND,ND,D,,,
K5A,2/27/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2:21 PM,27.0,1.7,S,17,NW,1,11.56,ND,5.0,7.73,ND,12,ND,,14,ND,,W,0.508,,0.280,,0.054,,0.757,,2.730,,0.084,,6.5,,1.100,,3.30,ND,ND,18.05,ND,4.45,ND,1.1,ND,ND,ND,ND,ND,D,,,
K5,2/27/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2:35 PM,42.0,0.8,S,15,NW,1,11.35,ND,5.0,7.62,ND,14,ND,,6,ND,,W,0.486,,0.418,,0.066,,1.710,,2.680,,0.102,,7.5,,1.300,,3.60,ND,ND,17.22,ND,4.58,ND,1.3,ND,ND,ND,ND,ND,D,,,
K4,2/27/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3:08 PM,38.0,0.5,S,12,NW,1,11.33,ND,4.0,7.55,ND,184,ND,,72,ND,,W,0.498,,0.592,,0.084,,1.350,,2.980,,0.132,,14.0,,1.500,,4.10,ND,ND,16.06,ND,4.68,ND,2.3,ND,ND,ND,ND,ND,D,,,
K3,2/27/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3:40 PM,40.0,0.5,S,14,NW,1,11.27,ND,4.0,7.55,ND,88,ND,,48,ND,,W,0.471,,1.580,,0.104,,3.460,,3.710,,0.170,,14.2,,1.200,,4.40,ND,ND,14.87,ND,5.46,ND,2.6,ND,ND,ND,ND,ND,D,,,
K2,2/27/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3:56 PM,31.0,0.8,E,15,N,1,12.22,ND,4.0,7.61,ND,48,ND,,16,ND,,W,0.642,,0.317,,0.046,,1.740,,4.480,,0.090,,12.0,,1.400,,4.00,ND,ND,11.42,ND,4.27,ND,2.0,ND,ND,ND,ND,ND,D,,,
K1,2/27/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,4:17 PM,42.0,2.5,E,15,NNW,1,11.65,ND,5.0,7.69,ND,28,ND,,12,ND,,W,0.454,,0.324,,0.045,,1.590,,2.750,,0.081,,8.0,,1.800,,3.50,ND,ND,15.71,ND,4.26,ND,2.3,ND,ND,ND,ND,ND,D,,,
N6,2/27/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,4:30 PM,54.0,1.8,S,21,NNW,1,12.87,ND,1.5,7.70,ND,80,ND,,36,ND,,W,0.442,,0.245,,0.044,,1.400,,3.440,,0.093,,42.7,,1.000,,3.60,ND,ND,10.03,ND,2.99,ND,1.9,ND,ND,ND,ND,ND,D,,,
